areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate,7-day_average
overview,United Kingdom,K02000001,2020-02-25,0,3,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-24,0,3,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-23,0,3,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-22,1,3,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-21,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-20,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-19,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-18,0,2,0
overview,United Kingdom,K02000001,2020-02-17,0,2,0
overview,United Kingdom,K02000001,2020-02-16,0,2,0
overview,United Kingdom,K02000001,2020-02-15,0,2,0
overview,United Kingdom,K02000001,2020-02-14,0,2,0
overview,United Kingdom,K02000001,2020-02-13,0,2,0
overview,United Kingdom,K02000001,2020-02-12,0,2,0
overview,United Kingdom,K02000001,2020-02-11,0,2,0
overview,United Kingdom,K02000001,2020-02-10,0,2,0
overview,United Kingdom,K02000001,2020-02-09,0,2,0
overview,United Kingdom,K02000001,2020-02-08,0,2,0
overview,United Kingdom,K02000001,2020-02-07,0,2,0
overview,United Kingdom,K02000001,2020-02-06,0,2,0
overview,United Kingdom,K02000001,2020-02-05,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-04,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-03,0,2,"0,1428571429"
overview,United Kingdom,K02000001,2020-02-02,1,2,"0,2857142857"
overview,United Kingdom,K02000001,2020-02-01,0,1,
overview,United Kingdom,K02000001,2020-01-31,0,1,
overview,United Kingdom,K02000001,2020-01-30,1,1,
