"Repeat","Value","Convergence","pE","v","k","a","omega","p","alpha","mu","R0","group"
196,55012.4904810872,"Successful completion",0.000804263678587524,0.978092293361498,0.999219118565425,3.78253264557306,0.0784937681950128,0.0189182896453359,3.2050012328414e-05,0.00228000233671223,2.49666713758288,"seed444_n300"
