"Repeat","Value","Convergence","pE","alpha","k","a","omega","p","eta","mu","R0","group"
96,96273.1898393637,"Successful completion",0.000757853371055302,0.138511117879205,0.515354040480604,1.80607229793122,0.00406934957053842,0.199962588673784,4.29061418293806e-05,0.00209543832725624,2.49943439238386,"seed456_n300"
97,293006.624202893,"Successful completion",3.21112384765491e-05,0.997522676776557,0.999606811759226,642.181054604853,0.0616512126608132,0.0379673800951043,3.30222190561112e-05,0.00224347730736124,2.49473479948464,"seed456_n300"
98,69366.0027157704,"Successful completion",0.00140566223766007,0.988205770866026,0.359363768721442,1.24690950048282,0.0444106717384163,0.048181002301565,3.52978878635817e-05,0.00219362423875178,2.49519194545364,"seed456_n300"
99,64389.0724826167,"Successful completion",0.00132178223803583,0.991268846095658,0.241871348288265,0.125122991439915,0.0482445979468873,0.0223032530587327,3.44477435026805e-05,0.00223444532041415,2.49758134357035,"seed456_n300"
100,151946.018010044,"Successful completion",0.00918662364281396,0.940701181803909,0.830657399679189,2.22355061662303,0.00714470135306475,0.0803953204852224,4.4525929495955e-05,0.00209249431918,2.49871665084832,"seed456_n300"
101,81696.8270535348,"Successful completion",9.81041972458912e-05,0.999763009722807,0.309034399108471,0.696890207930342,0.999947089819585,0.0145724833815456,2.68282451361983e-05,0.00238395551993236,2.46721451075834,"seed456_n300"
102,57336.6146261909,"Successful completion",0.000634115078228452,0.439594190787799,0.763636031680982,2.99775124757773,0.078302417718142,0.0207892655260467,3.25703990544353e-05,0.00226856108396497,2.49685614407974,"seed456_n300"
103,95521.2003030926,"Successful completion",0.00309389729080044,0.916477180861227,0.920815000189782,3.41850048876262,0.00683541957624386,0.183196517969928,4.14412479955668e-05,0.00212071442561865,2.49721102387377,"seed456_n300"
104,56193.6850380562,"Successful completion",0.00081176757979634,0.926494370860713,0.808173860100594,3.23586635400012,0.0768794830920293,0.0191906117935011,3.21586686874411e-05,0.00227323785402594,2.49670969317357,"seed456_n300"
105,61854.8027566728,"Successful completion",0.00090812332448729,0.565141431767096,0.447754244760124,1.75711872643347,0.0456103299799055,0.022194159109484,3.49670871167676e-05,0.00221411187212617,2.49791709340097,"seed456_n300"
106,84519.6605183014,"Successful completion",0.00229797657012972,0.970662598969914,0.384549540938871,1.22927678067045,0.0254081415972141,0.0999339298253682,3.72862801058614e-05,0.00219041312166297,2.49430613103069,"seed456_n300"
107,60196.2735599275,"Successful completion",0.000373481599085346,0.667874831612817,0.969900360476374,3.58446102022505,0.0911848151859922,0.00962930836990723,3.18531522386892e-05,0.00228741056073327,2.49813355511907,"seed456_n300"
108,94554.9777923617,"Successful completion",0.00355563376614582,0.981235243490253,0.970815278320767,3.40862196639835,0.00748000211159292,0.176417615429613,4.1527043577597e-05,0.00211981612924765,2.49703719959165,"seed456_n300"
109,57895.8590683539,"Successful completion",0.000903435497107207,0.999840576475163,0.601061853462335,2.45838051321366,0.0720920873626502,0.0189877983015468,3.25140350562395e-05,0.00226808045941829,2.49692009703477,"seed456_n300"
110,66629.084559788,"Successful completion",0.000211490069895576,0.0937680100308489,0.609037921353886,2.25652790432899,0.0473333974312642,0.0519680994818167,3.47121982600123e-05,0.00222967672326236,2.50040871122667,"seed456_n300"
111,115513.919230953,"Successful completion",0.00514388235250832,0.999778891537289,0.285807076579552,0.000105769214519428,0.00689475753998035,0.0538088412344572,4.14596553253081e-05,0.00216221461261743,2.49916527295619,"seed456_n300"
112,95127.2690728582,"Successful completion",0.00401701173260479,0.491574681227239,0.836919656084025,2.65391968977513,0.0184112118059963,0.0663877911555088,3.96347466550359e-05,0.00215531200915621,2.49756591523106,"seed456_n300"
113,55472.5949201939,"Successful completion",0.000875273382576936,0.998777483210234,0.951215509251026,3.681603510943,0.0706182838645603,0.0204827240593775,3.27793450472243e-05,0.00226075044781521,2.49674591927056,"seed456_n300"
114,61328.8951433143,"Successful completion",0.000871775919065539,0.990202686896307,0.455897927732347,1.73386676454352,0.087334592811086,0.0242734482454748,3.14165690569855e-05,0.00229528216000264,2.49523544236728,"seed456_n300"
115,94078.2801364227,"Successful completion",0.00279687228344768,0.999949793911729,0.25882678954382,0.191273148223552,0.01843566624079,0.13542090429619,3.85394074816584e-05,0.00218009659501757,2.49438273850172,"seed456_n300"
116,94312.1504778418,"Successful completion",0.00321183503384484,0.498564084849381,0.50572575310633,1.78731735334118,0.00836483241804299,0.167918453246698,4.13559449824651e-05,0.00211785332699425,2.49719280326665,"seed456_n300"
117,291976.714599548,"Successful completion",9.95419229209833e-05,0.972551845802239,0.00923047927005073,52688.7271047883,0.0617191884982637,0.0598925227302461,3.27374984359799e-05,0.00225927825503695,2.49170891626336,"seed456_n300"
118,98774.690177443,"Successful completion",0.00386592397894362,0.99124144042743,0.300865098319546,0.451796955696319,0.00503676214010575,0.199991270405711,4.23466490686879e-05,0.00209697033422026,2.49773578109869,"seed456_n300"
119,93050.27564428,"Successful completion",0.00322211573319681,0.814355350195477,0.995657943746484,3.52699157178351,0.00887687431119758,0.164880167537945,4.10193540925751e-05,0.00212444643476572,2.49679026744446,"seed456_n300"
120,64011.4067774148,"Successful completion",0.000833436087741669,0.706463975551772,0.229999433400544,0.0579327942287594,0.0694798324382375,0.0197712215968532,3.23408510606709e-05,0.00227612655554101,2.4970518657081,"seed456_n300"
121,59773.111105289,"Successful completion",5.0446898489857e-05,0.369824875873884,0.870082815688414,3.46979931519039,0.084213831428871,0.0137173712683777,3.18111393347134e-05,0.00228289920436241,2.49789292402959,"seed456_n300"
122,55332.6413994358,"Successful completion",0.000535542072011514,0.608324601785112,0.986034053660489,3.78403875158654,0.0834069313404605,0.0170077339994549,3.18865676042356e-05,0.0022809943882423,2.49703657216836,"seed456_n300"
123,291251.695747352,"Successful completion",8.38301533510464e-05,0.950798806919742,0.900735429939554,59.5779185614191,0.0552791750133119,0.0526193413926937,3.35210692951238e-05,0.00223944493450069,2.49349293396963,"seed456_n300"
124,59855.5480598885,"Successful completion",0.00109020767156337,0.954319553359768,0.529283370551028,2.07732484599007,0.0566599035081672,0.0175190612940108,3.37879830629973e-05,0.00223841955155846,2.49777846481789,"seed456_n300"
125,75899.1021039871,"Successful completion",0.000231349600427284,0.0532331107822487,0.600425123645973,2.35198301870136,0.0423256520737305,0.112124043411947,3.49841860540159e-05,0.00222917732976711,2.51042315159942,"seed456_n300"
126,68695.0315000387,"Successful completion",0.00153921155816414,0.937014971540582,0.604071672319261,2.48083412285635,0.0418466137951617,0.0558649927337543,3.50160551204361e-05,0.00222693113267186,2.49477932362746,"seed456_n300"
127,94847.1900590956,"Successful completion",0.00215822860439366,0.178501984620109,0.755137314585377,2.83164064128397,0.00690050900780672,0.199998781808411,4.1839561648801e-05,0.00212030544398891,2.4984826489362,"seed456_n300"
128,90926.6645151052,"Successful completion",6.64159576214815e-06,0.0241041379356474,0.993078082000142,2.61242736608264,0.986540831606902,0.081031200929112,2.6567516836215e-05,0.00239473726049283,3.12926538619705,"seed456_n300"
129,172076.307090867,"Successful completion",0.00993034018010737,0.181978181954145,0.353883832834713,0.0189447739662918,0.00685913085389421,0.199621581877725,4.45618969538775e-05,0.00211960164269719,2.49845796031602,"seed456_n300"
130,55876.8547489208,"Successful completion",0.000637754815515222,0.931760987889556,0.924230827718452,3.5753690363291,0.0936490736848329,0.0148181440918375,3.14554710114695e-05,0.00229188663335311,2.49690307040672,"seed456_n300"
131,55731.1665293034,"Successful completion",0.000841409460299625,0.999148557675946,0.999062424467151,3.90375535020807,0.0656746011664881,0.021545149403695,3.29733679688126e-05,0.00225628384529844,2.49681662098595,"seed456_n300"
132,74845.4799911903,"Successful completion",0.000367464506038205,0.302547405581826,0.77787560336736,3.23185776351239,0.176282852675506,0.0469674433108198,2.9509949389542e-05,0.00232007088890827,2.48614264796737,"seed456_n300"
133,148544.069665009,"Successful completion",0.00989265075789969,0.912030548381476,0.530970424097048,1.13177363944284,0.0034555474740008,0.188599718290035,4.56532471625517e-05,0.00207987107641064,2.49854935583776,"seed456_n300"
134,96056.3759196913,"Successful completion",0.00320025350569752,0.703965967846214,0.999870923151063,3.56208365316702,0.00749362276724266,0.197716816084689,4.14244443398811e-05,0.00211844920803155,2.49682212912293,"seed456_n300"
135,107782.719614375,"Successful completion",6.73055615859728e-07,0.968744129713858,0.224105480434633,2.8538994387249e-05,0.99995862073839,0.00388495908937434,2.68866195492313e-05,0.00237939206337207,2.49129053884539,"seed456_n300"
136,67392.5926570493,"Successful completion",0.00136092660632015,0.999973844761903,0.422445477426582,1.60605535299971,0.0325131558654492,0.0203632928519623,3.69568220664183e-05,0.00216940895131898,2.49851033577183,"seed456_n300"
137,55147.2306616926,"Successful completion",0.000788293282942543,0.925829521847315,0.997974273146253,3.75066188517832,0.0823217103770271,0.0190226985547293,3.17942901729818e-05,0.00228331399778627,2.49650790621589,"seed456_n300"
138,86511.7799544472,"Successful completion",0.00328024230175194,0.999411525901347,0.519842260566945,1.80554893807928,0.010647106294952,0.0739815873237333,4.12497262577456e-05,0.00209744489512754,2.49822781384776,"seed456_n300"
139,66794.1349161545,"Successful completion",0.000926848366838055,0.255623132946977,0.271476918023292,0.333030174066597,0.0423431741343859,0.035668934719317,3.53324920107436e-05,0.00221545940029025,2.49770127214201,"seed456_n300"
140,164610.426969037,"Successful completion",0.00991788153014653,0.777948633476559,0.839060355449683,2.19181478460062,0.00700254760751029,0.0758063013411822,4.49158752369084e-05,0.0020952136811424,2.49884349569508,"seed456_n300"
141,56195.7196286045,"Successful completion",0.000637366923637104,0.990094924824724,0.939622801676006,3.66473807640144,0.0961970996947148,0.0153992719559636,3.16747324775187e-05,0.00227087553377979,2.4966706330325,"seed456_n300"
142,56495.1577879835,"Successful completion",0.00060177148620973,0.620549717011919,0.834681443173497,3.26652484492008,0.0919203025208851,0.0169554031888877,3.14701249072846e-05,0.0022881180044084,2.49673152469518,"seed456_n300"
143,93814.6504292964,"Successful completion",0.00171522839266408,0.103941945294331,0.980567172333594,3.4431460183611,0.0103114706288286,0.19768225188531,4.1034265693044e-05,0.00214480199791508,2.49980673729678,"seed456_n300"
144,56540.9316596107,"Successful completion",0.000658953474106016,0.905889435399958,0.875514955105602,3.56126240193035,0.072777554656651,0.0159551615539276,3.24551437148563e-05,0.00226558495791276,2.49741750825824,"seed456_n300"
145,74703.9488149034,"Successful completion",0.000149932593970267,0.933335856805788,0.450540984138362,1.58654932494642,0.594254072957979,0.0122768001120428,2.72935868985865e-05,0.00237208027206409,2.48371531063286,"seed456_n300"
146,83871.8760606937,"Successful completion",0.00163029892556596,0.1308794555046,0.518650800643902,1.87845255520013,0.0212846894100632,0.116594334049308,3.81432275736002e-05,0.00217934869805058,2.49853619601057,"seed456_n300"
147,55020.8843871036,"Successful completion",0.000778803621907917,0.999422430510858,0.993699026201239,3.79157930664075,0.078801003511817,0.018427834986199,3.21496094685903e-05,0.00227658713247701,2.49673291304665,"seed456_n300"
148,166688.845728017,"Successful completion",0.00998652178726591,0.565733776375985,0.724307806531261,1.84345390843425,0.00512644564654164,0.0932968851139415,4.57797040156285e-05,0.00207483442062017,2.4990156509263,"seed456_n300"
149,59408.9962830777,"Successful completion",0.000324696893882874,0.327871268423734,0.672468306253493,2.57839053343319,0.0840356648837082,0.0159494333149542,3.20740875973345e-05,0.00227526877518849,2.49767118432671,"seed456_n300"
150,123834.988118071,"Successful completion",0.00687922284970008,0.777167192934108,0.838564063945785,2.43002502766435,0.00742996088180067,0.0858567684915068,4.33023300902208e-05,0.00209620313724418,2.49861042329634,"seed456_n300"
151,81829.2739026151,"Successful completion",0.000112590520244652,0.0219086932516505,0.999961814238662,3.39579136102139,0.0551986628074699,0.198739144079924,3.36574642005164e-05,0.00225805098748468,2.59775482357294,"seed456_n300"
152,57003.7998124565,"Successful completion",0.00077654324328207,0.96020897005357,0.90654350438911,3.57561143946675,0.0630801911392837,0.014716178243049,3.31870226022269e-05,0.00225583202620578,2.497920943667,"seed456_n300"
153,94750.9998702692,"Successful completion",0.00344567261657642,0.993668926107919,0.924647864832025,3.32902000587181,0.0069689690894073,0.179348255652885,4.17382534107329e-05,0.00211290031747236,2.49718977785077,"seed456_n300"
154,55733.4718641705,"Successful completion",0.000468635615204155,0.555087511799465,0.960217374468212,3.68106129569807,0.0983458121771846,0.016859935868456,3.12263233531491e-05,0.00229540804892317,2.49660151576611,"seed456_n300"
155,57384.787847066,"Successful completion",0.000991241134626207,0.893151133789804,0.755183503679305,3.04013994595509,0.0664075030562623,0.0242908363663661,3.30958639173069e-05,0.00225056990762189,2.49641878311454,"seed456_n300"
156,96816.9488891735,"Successful completion",0.00359997454442467,0.999291651161254,0.565211356232481,2.07171433746065,0.00662993882516882,0.195386649077462,4.18187775452163e-05,0.00211079082741915,2.49708557611772,"seed456_n300"
157,58204.734195451,"Successful completion",0.000481143101447068,0.955623784594902,0.994948080073742,3.79240000202608,0.14672537499294,0.0192044673075888,3.01458995204197e-05,0.00231201764350797,2.49369270127852,"seed456_n300"
158,95965.2667707198,"Successful completion",0.0034665746114543,0.995590203568252,0.988337712050855,3.50189968890415,0.00637237370095377,0.195162267566955,4.19840075008036e-05,0.00210673304071237,2.49720317160244,"seed456_n300"
159,81776.1778323122,"Successful completion",0.00196421933529566,0.443569482752467,0.388296873015825,1.32759041212656,0.0231853766915616,0.0936702242742835,3.73827582816433e-05,0.00218368715769813,2.49579458706017,"seed456_n300"
160,96324.3483769079,"Successful completion",0.00350466457191813,0.922947169878109,0.954433996508768,3.39905921324553,0.00672223093105973,0.199703170880785,4.18346967095639e-05,0.00211403891182716,2.49700750446716,"seed456_n300"
161,57336.5521628866,"Successful completion",0.000894175833260267,0.999998609737837,0.690347087157089,2.86215391995926,0.0645280086294865,0.0183322388076398,3.28833204715297e-05,0.00226150210534741,2.4973383789672,"seed456_n300"
162,147559.889749962,"Successful completion",0.00962691329666033,0.775684168658957,0.622084821558677,1.51911535654136,0.00403426588162678,0.185772698148929,4.52686470841314e-05,0.00208233199868097,2.49836790576581,"seed456_n300"
163,67439.4407051828,"Successful completion",0.000113844033340739,0.998604054640331,0.998853351139781,3.69068602018581,0.759233780048065,0.0135935103681551,2.69841806663477e-05,0.00237918442191839,2.47678213921445,"seed456_n300"
164,59480.0700417387,"Successful completion",0.000658410978050349,0.996443964792147,0.75077675464029,3.06856141618682,0.074443598590796,0.0113084366578485,3.20467442174963e-05,0.00229455578867731,2.49810660945635,"seed456_n300"
165,154957.545085074,"Successful completion",0.00994544298412054,0.97300181027359,0.728501612345724,1.88318570585198,0.00502868597198717,0.115322864151086,4.53745963789265e-05,0.00208230895872937,2.49869919726744,"seed456_n300"
166,122043.740947632,"Successful completion",0.00138626822256797,0.173467272021735,0.655896244140869,2.73599601031604,0.0123279872729492,0.163733489083691,3.91800898077994e-05,0.00202871928154761,2.49786279555981,"seed456_n300"
167,60834.9151940545,"Successful completion",0.00100733323457442,0.472005010134688,0.874749218565823,3.41895982323198,0.057924751996968,0.0397715913578054,3.32983031541661e-05,0.00226051690821412,2.49546079976765,"seed456_n300"
168,72234.8958274369,"Successful completion",0.00133936886882387,0.994557079678604,0.392396640476027,1.5608422148299,0.0428096063674233,0.0579195219338772,3.46000338848259e-05,0.00223394642480224,2.4944244905574,"seed456_n300"
169,61856.1336603505,"Successful completion",0.00105493960765936,0.999671691816919,0.330103083105537,0.971841193012682,0.0615285538055073,0.0230180447375426,3.30037266643217e-05,0.00226510982582054,2.49681351552189,"seed456_n300"
170,61240.3548359825,"Successful completion",0.00144614773103564,0.990793935971131,0.942007498126947,3.58999260648033,0.0361656777496975,0.026377934173567,3.58360783760533e-05,0.00220907396531406,2.49785577029048,"seed456_n300"
171,148213.097720476,"Successful completion",0.00999989666925192,0.99999999999999,0.334779834966453,0.00113386850059036,0.00331981766938781,0.195707708605459,4.57660322911002e-05,0.00208263856873486,2.49853814370461,"seed456_n300"
172,69660.504924449,"Successful completion",9.35093751269334e-05,0.999370471206855,0.857731759453602,3.3094862203715,0.907170363952467,0.0123311856087675,2.66201507084421e-05,0.0023975898811575,2.47483216785529,"seed456_n300"
173,66602.1442004703,"Successful completion",0.000144865666288853,0.983971814715381,0.983255369605343,3.59820334761604,0.60166219817424,0.0126457743444907,2.72259817205121e-05,0.00237214976208654,2.48291189429252,"seed456_n300"
174,55250.8942346301,"Successful completion",0.000791392494268583,0.895562718771802,0.970843276627676,3.71906829002074,0.0744517340108473,0.0184441792012793,3.21367571099499e-05,0.00228068282148256,2.49695033190673,"seed456_n300"
175,102629.508973617,"Successful completion",0.00127738170269577,0.0323927666720936,0.996631959701514,3.14497465708217,0.0215111511858362,0.197053614405721,4.0663239729339e-05,0.0021083550897189,2.52211735493749,"seed456_n300"
176,92798.9419790445,"Successful completion",0.00300301902316653,0.824491920926064,0.260245918162487,0.22828060083773,0.0120339408759932,0.13691187633974,4.03583063925791e-05,0.0021463371749678,2.49638060362634,"seed456_n300"
177,95451.5087301777,"Successful completion",0.00313071657169435,0.967451434509174,0.991677530993522,3.56556231062724,0.00990957198976433,0.183780878707992,4.07814621684031e-05,0.002128028028573,2.49591764069564,"seed456_n300"
178,79142.4280863138,"Successful completion",0.00010851258872386,0.999820059319223,0.365929960233463,1.05592468518783,0.900072213821375,0.0125198558109912,2.69256508453459e-05,0.00238336493622133,2.47464576476179,"seed456_n300"
179,63439.5554922301,"Successful completion",0.000807827624051217,0.84644522979196,0.280586668951418,0.544041754341648,0.0709316180132656,0.0162608910009046,3.30050356142925e-05,0.00224002876723798,2.49745713502979,"seed456_n300"
180,151396.032310356,"Successful completion",0.00986188904241971,0.85819865452686,0.884343468026997,2.38295752718126,0.0038228877001076,0.184728309969384,4.54845375662688e-05,0.00208191918136328,2.49844023135311,"seed456_n300"
181,97662.6967292122,"Successful completion",0.00367414273744401,0.653853877484051,0.399201417482964,1.15495807718723,0.00586780411954977,0.199924118869504,4.21258613348727e-05,0.00211127859320272,2.49751574996871,"seed456_n300"
182,187915.44889713,"Successful completion",0.00903112561353526,0.159804652373197,0.744977883371619,1.78473148573104,0.0144812597616248,0.0833219475493228,4.33380646013314e-05,0.00212064133178558,2.49887111080406,"seed456_n300"
183,55373.3633452133,"Successful completion",0.000467385065622913,0.499846076263333,0.998658484609802,3.79751776318785,0.0818405305118536,0.0175168219479444,3.19281096291351e-05,0.00228105812738129,2.49713304872866,"seed456_n300"
184,63772.9595301965,"Successful completion",0.00122058561954961,0.915023094744518,0.998997439836526,3.83021971620038,0.0521310894155794,0.0487270008626316,3.3897790125181e-05,0.00224634388000402,2.49434354481682,"seed456_n300"
185,248406.505442838,"Successful completion",0.00994454096694965,0.487883887725912,0.779238451090093,1.77210462705428,0.0251136389019412,0.0165504395740122,4.13068365011997e-05,0.00220224506787908,2.49917387749913,"seed456_n300"
186,55189.9382505776,"Successful completion",0.000789774102327013,0.998908037705187,0.963120524482477,3.70584436755096,0.0776368250049242,0.0180531540597452,3.22166526806157e-05,0.0022760666976902,2.49684680652333,"seed456_n300"
187,66115.3746064914,"Successful completion",0.00134258130423554,0.825499206571202,0.72320615563238,2.99352079830669,0.0450887303354276,0.051370506802728,3.46309931998616e-05,0.00223155305726382,2.49491088638417,"seed456_n300"
188,179837.685280752,"Successful completion",0.00998738782552578,0.50508851183165,0.398943725699402,0.280625626453888,0.00928154121805578,0.0497621532063137,4.49963109005708e-05,0.00209456241652731,2.4990739344969,"seed456_n300"
189,56206.0875775967,"Successful completion",0.000924047488366266,0.998799971027185,0.851160661138973,3.35919318573978,0.0716353154012274,0.021038637371619,3.27245635112578e-05,0.00226224414047134,2.49660945648359,"seed456_n300"
190,61131.3890262009,"Successful completion",0.000318628617036903,0.993764312550355,0.960178342226206,3.65308495531197,0.235128914803165,0.0151822735849563,2.87436340075316e-05,0.00234128426416656,2.49197356904292,"seed456_n300"
191,90383.0586846809,"Successful completion",0.0032243757442082,0.814705550836479,0.922315605840601,3.30803443240178,0.0102394163298807,0.139851816851275,4.09470368487735e-05,0.00212430648807203,2.49685942041828,"seed456_n300"
192,55052.6766113835,"Successful completion",0.000771566395510294,0.921162784028997,0.995644172207215,3.79977654690253,0.0763130300069206,0.0183757135109829,3.21680433501952e-05,0.00228066097551484,2.49687481455991,"seed456_n300"
193,93979.7679518647,"Successful completion",0.00193535688367864,0.170531547752554,0.86739710993173,3.29524032898985,0.0116306905150682,0.18716083301214,4.0074861421675e-05,0.00213815721282629,2.49774918833037,"seed456_n300"
194,84877.7212394288,"Successful completion",2.08601364461581e-05,0.0174304363506236,0.692684587062875,2.25997471550038,0.0491341893253347,0.196278658525378,3.44097721546667e-05,0.00225966614518909,2.61421117904272,"seed456_n300"
195,56340.0169092992,"Successful completion",0.000602682509675367,0.999902568014525,0.992611929497797,3.74564269444078,0.117292312736867,0.0180575533329108,3.02361391012796e-05,0.00231788257832235,2.49523452416179,"seed456_n300"
196,67899.2074563509,"Successful completion",0.000159952446126254,0.958683512285528,0.785889839924343,3.0699160075474,0.511209889943897,0.0129812779116971,2.74676671520411e-05,0.00236857234407818,2.48514014508395,"seed456_n300"
197,144439.956800828,"Successful completion",0.00905290892551946,0.74004377235789,0.785738541388856,2.1253427919456,0.00480752553264629,0.14521254655218,4.50635268880375e-05,0.00208448404218104,2.4984905524819,"seed456_n300"
198,90894.8313386506,"Successful completion",0.00335678777276797,0.999989307973925,0.980321938787575,3.45081824621628,0.00922053328407049,0.140684871747734,4.13178696844079e-05,0.0021213168697917,2.49708132699677,"seed456_n300"
199,342088.229873133,"Successful completion",0.000208824515981625,0.617755056596561,0.0243859217063037,11270.6124580387,0.0370221667619121,0.19497919237034,3.51920407312744e-05,0.00220108059772811,2.48487490369353,"seed456_n300"
200,91828.4187293962,"Successful completion",0.00331514887627268,0.866604486623165,0.896595652250246,3.21723961428569,0.0104065177820483,0.150249473561165,4.07547249909636e-05,0.00213333172461163,2.49654212872532,"seed456_n300"
201,114397.498526725,"Successful completion",0.00425630391524189,0.122097916738363,0.996906286397717,2.98363578816368,0.00969384048432748,0.170390484192269,4.25109830156622e-05,0.00213296470790198,2.49925264956165,"seed456_n300"
202,219269.721195901,"Successful completion",3.55893420576233e-05,0.999491198819008,0.192658645136286,0.600797054990027,0.0236211564632737,0.0151040473824274,2.76356710543029e-05,0.00256901914499591,2.49919730150549,"seed456_n300"
203,81373.4163177295,"Successful completion",0.00291917957509576,0.999857203153509,0.964304851842863,3.43338991061661,0.0144452999715728,0.0741936420634651,3.99287058562485e-05,0.00216342801927208,2.497588602081,"seed456_n300"
204,55662.0385495536,"Successful completion",0.000415367310865782,0.373991637327442,0.984607098461764,3.68624101601048,0.0819728533571807,0.0192524708825118,3.19075333369747e-05,0.00228344277543524,2.49710950679453,"seed456_n300"
205,55196.7739787082,"Successful completion",0.000739813370371231,0.92903264797374,0.973653417001732,3.74813072969181,0.0780042253904317,0.0173789637035911,3.21917675682146e-05,0.00227126428843234,2.49697571530992,"seed456_n300"
206,76217.1346460789,"Successful completion",0.00263369884279535,0.706470723626963,0.798248767452489,2.89701868535391,0.0214463439920377,0.0596591239136894,3.87140425926098e-05,0.00215657996762579,2.49725409303017,"seed456_n300"
207,79888.4164914017,"Successful completion",0.00185751368828397,0.438575348915705,0.987718857596795,3.6870778466586,0.0267297310378712,0.0987880738861885,3.70244222685307e-05,0.00218501717780443,2.49490375577316,"seed456_n300"
208,64563.2855361192,"Successful completion",0.00111410478413943,0.999999869954022,0.248400758069464,0.189210567231084,0.0533377155940178,0.0161479399607246,3.36019034724478e-05,0.00225969440013228,2.49806208801263,"seed456_n300"
209,67940.0462802173,"Successful completion",0.000103490686247192,0.96697332349068,0.952194347967793,3.57857686632999,0.772234409974949,0.0119885335827132,2.70259111788198e-05,0.00237630564230876,2.47924864482364,"seed456_n300"
210,56011.7887227929,"Successful completion",0.000636431354948004,0.883760927585789,0.922088467295089,3.58067223134792,0.101492462426053,0.0185248854151985,3.11377012636869e-05,0.0022970670675248,2.49583151598169,"seed456_n300"
211,92351.6948778016,"Successful completion",0.00340422964761539,0.998411351496858,0.478874727818575,1.63850300582977,0.0102999186697395,0.14428345348649,4.07530142584852e-05,0.00213245176216751,2.49665684853323,"seed456_n300"
212,56885.6650325668,"Successful completion",0.000947306271796402,0.999975120519141,0.743110286221925,3.01012844522634,0.0684391456749774,0.0208709800556693,3.26563287238367e-05,0.00226259060853356,2.49678612678471,"seed456_n300"
213,242027.274397615,"Successful completion",4.15095734617811e-05,0.981803864151084,0.00333966924853249,1.35467084188403e-11,0.999998241974237,0.152215092837096,2.6727694970336e-05,0.00238509174158075,2.15822190669181,"seed456_n300"
214,98282.3447816814,"Successful completion",0.0037627082751625,0.805667332335316,0.271759934990382,0.210885689020822,0.0055171447598228,0.193998298972833,4.22310690354676e-05,0.00210595807200196,2.49765632942054,"seed456_n300"
215,57427.9131299069,"Successful completion",0.000831414180968905,0.999996976901528,0.656077323863403,2.70391009949027,0.077555564204763,0.0183964330977892,3.19760862229149e-05,0.00228112824884025,2.49678982314473,"seed456_n300"
216,55030.5846170424,"Successful completion",0.000781053943444476,0.990028506323049,0.993108176705543,3.77722128925595,0.0786107562303223,0.0179556181782144,3.21203739818143e-05,0.00227996669171,2.49682766851468,"seed456_n300"
217,56904.0489790816,"Successful completion",0.000574997211681072,0.41143970075275,0.779428811776224,3.10170754310131,0.067135208939035,0.0209609950758065,3.29341714427682e-05,0.00225910655375068,2.49733700698392,"seed456_n300"
218,56664.1153365934,"Successful completion",0.000645595302009955,0.494812487180772,0.779993847227496,3.13583828679648,0.0721585568755862,0.0210626467865179,3.25558840676653e-05,0.00226604256964466,2.49696826650697,"seed456_n300"
219,141207.421013725,"Successful completion",0.00896374034373422,0.942070951309722,0.95560661078932,2.65087328309595,0.00408947888913277,0.181365708420682,4.5042587027419e-05,0.00208741355795269,2.49834259658564,"seed456_n300"
220,63220.5354869101,"Successful completion",0.000898616396286802,0.224914680815042,0.961483219097057,3.51836877318669,0.0557569912017876,0.0471330199601576,3.34883994042025e-05,0.00225741376828032,2.49635111408923,"seed456_n300"
221,77715.8472810695,"Successful completion",0.000125537676595143,0.0430312809965173,0.998335554979703,3.67650861500073,0.0463987303537273,0.135743673238866,3.38390638062037e-05,0.00225923148220779,2.52084576712327,"seed456_n300"
222,65285.8616553391,"Successful completion",0.000942027967588207,0.999857927753029,0.260349344955338,0.497383982878202,0.0491417476916068,0.0166893947106153,3.46558844732663e-05,0.00221122786539901,2.49815470058015,"seed456_n300"
223,64635.6702270171,"Successful completion",0.000217263704461783,0.949002767424467,0.856569739420816,3.3385281896351,0.335281481384795,0.0127568349466082,2.79904062378484e-05,0.00235361712573534,2.49043391712953,"seed456_n300"
224,56291.3135920692,"Successful completion",0.000333642790372546,0.26573662192064,0.998921264354119,3.71546317790404,0.0760558980264924,0.0239823031313677,3.22858299514321e-05,0.00227486808736051,2.49715599164326,"seed456_n300"
225,67117.4947716529,"Successful completion",0.000162396424074502,0.99490993154102,0.88032709216979,3.35878151514686,0.533864812614773,0.014293803857232,2.72568572434197e-05,0.00237524804814781,2.48284010264091,"seed456_n300"
226,58986.3743131083,"Successful completion",0.00118565681986425,0.993562736522523,0.695230405737513,2.69488922206989,0.0578517267690367,0.0180453055831214,3.36204005034829e-05,0.00225360973321614,2.49765279873552,"seed456_n300"
227,95576.9745217116,"Successful completion",0.00431686618342669,0.684620587086987,0.58228313595306,1.9051138924263,0.00808250917793889,0.120074970579888,4.21016459345679e-05,0.00211735998080896,2.49792812832002,"seed456_n300"
228,64555.3074875877,"Successful completion",0.0001839973826325,0.99799870803743,0.982521553541588,3.68936736999305,0.402749264924644,0.012320945169634,2.76372687876847e-05,0.00236683454181949,2.48883742158414,"seed456_n300"
