"parm","WLS"
0,713289.91236722
1.01010101010101e-05,257204.888861005
2.02020202020202e-05,NA
3.03030303030303e-05,14325.3899640358
4.04040404040404e-05,33702.8025510759
5.05050505050505e-05,90730.2988553757
6.06060606060606e-05,179021.906719464
7.07070707070707e-05,341116.976486798
8.08080808080808e-05,NA
9.09090909090909e-05,820291.613810222
0.000101010101010101,1074208.41803371
0.000111111111111111,1336789.23751852
0.000121212121212121,1598713.79158493
0.000131313131313131,1867340.09220058
0.000141414141414141,2106554.49592898
0.000151515151515152,4470057.64033499
0.000161616161616162,4766353.72652979
0.000171717171717172,5017512.14196038
0.000181818181818182,3038205.11596971
0.000191919191919192,3957417.44819259
0.000202020202020202,3586992.60710085
0.000212121212121212,3772289.4580161
0.000222222222222222,3940810.9884554
0.000232323232323232,NA
0.000242424242424242,6209681.09983627
0.000252525252525253,4573962.0790891
0.000262626262626263,4800703.29049163
0.000272727272727273,5008706.73589642
0.000282828282828283,6748552.85694897
0.000292929292929293,5406085.76852854
0.000303030303030303,5635916.03171234
0.000313131313131313,5805471.97516043
0.000323232323232323,7288908.93213073
0.000333333333333333,6207251.05355517
0.000343434343434343,7565739.49729398
0.000353535353535354,7706252.72692988
0.000363636363636364,7022738.04851685
0.000373737373737374,7990714.84852266
0.000383838383838384,8222598.61538924
0.000393939393939394,8291384.77037895
0.000404040404040404,7661285.81658652
0.000414141414141414,8575309.23500341
0.000424242424242424,7945311.7477592
0.000434343434343434,8147698.40541482
0.000444444444444444,9109597.49123209
0.000454545454545455,8551242.81913864
0.000464646464646465,8714642.57853813
0.000474747474747475,9754569.87564043
0.000484848484848485,9635162.17709203
0.000494949494949495,9254896.10948063
0.000505050505050505,9469269.83057791
0.000515151515151515,10183939.5396199
0.000525252525252525,10257478.2269155
0.000535353535353535,9983780.85310522
0.000545454545454545,10179799.3154861
0.000555555555555556,10732296.2286118
0.000565656565656566,10531692.9105076
0.000575757575757576,11049162.7209724
0.000585858585858586,11214715.6970864
0.000595959595959596,11103516.7284282
0.000606060606060606,11533238.2048542
0.000616161616161616,11685475.5228074
0.000626262626262626,11847943.2705007
0.000636363636363636,12024556.0925847
0.000646464646464646,12916090.718856
0.000656565656565657,13070725.4150704
0.000666666666666667,13232417.9537645
0.000676767676767677,13393040.7619394
0.000686868686868687,12815493.1940798
0.000696969696969697,13720044.0796583
0.000707070707070707,13077530.2524159
0.000717171717171717,13306202.9245357
0.000727272727272727,14211178.0253598
0.000737373737373737,14375094.1419049
0.000747474747474747,13802007.0051877
0.000757575757575758,13970993.1404579
0.000767676767676768,14134580.1336389
0.000777777777777778,14301852.155381
0.000787878787878788,14473584.1725298
0.000797979797979798,14658372.9491321
0.000808080808080808,14805410.2778006
0.000818181818181818,14976835.2847199
0.000828282828282828,15142902.4805523
0.000838383838383838,15310894.2210641
0.000848484848484849,15486008.2601625
0.000858585858585859,15542852.6906245
0.000868686868686869,15833534.1065574
0.000878787878787879,16002277.1024181
0.000888888888888889,16899645.9837743
0.000898989898989899,16342533.335273
0.000909090909090909,16593690.4723499
0.000919191919191919,17411909.2542956
0.000929292929292929,17585282.683235
0.000939393939393939,17018937.5093238
0.00094949494949495,17199254.7582884
0.00095959595959596,17313377.180483
0.00096969696969697,17528104.6289814
0.00097979797979798,17713951.6594061
0.00098989898989899,17902907.9393393
0.001,18783850.4054529
