"parm","WLS"
0,15190.8842472723
0.000101010101010101,15221.3521765066
0.000202020202020202,NA
0.000303030303030303,13612.548400032
0.000404040404040404,13579.7215947568
0.000505050505050505,NA
0.000606060606060606,NA
0.000707070707070707,13767.0990857315
0.000808080808080808,NA
0.000909090909090909,14023.7422096201
0.00101010101010101,NA
0.00111111111111111,14287.4229403219
0.00121212121212121,14450.4017411923
0.00131313131313131,14690.478884027
0.00141414141414141,15799.6779295537
0.00151515151515152,15744.9771892379
0.00161616161616162,17582.7186886974
0.00171717171717172,15926.4068621943
0.00181818181818182,15835.0509161829
0.00191919191919192,17647.624731915
0.00202020202020202,17861.2119868781
0.00212121212121212,18829.8455434481
0.00222222222222222,19219.214905003
0.00232323232323232,NA
0.00242424242424242,20861.7239210453
0.00252525252525253,27757.2884672582
0.00262626262626263,23671.2047699262
0.00272727272727273,26721.5893366453
0.00282828282828283,26187.8652458917
0.00292929292929293,NA
0.00303030303030303,29559.265145567
0.00313131313131313,NA
0.00323232323232323,32009.3734262535
0.00333333333333333,37709.4743693986
0.00343434343434343,42380.6461678287
0.00353535353535354,44884.2159294967
0.00363636363636364,40955.8580465366
0.00373737373737374,41747.0907543057
0.00383838383838384,45205.6537111015
0.00393939393939394,50908.887231854
0.00404040404040404,47892.4948025614
0.00414141414141414,NA
0.00424242424242424,58219.6920092811
0.00434343434343434,55741.5140951329
0.00444444444444444,60144.9857770543
0.00454545454545455,NA
0.00464646464646465,58058.1510748743
0.00474747474747475,58615.0983533518
0.00484848484848485,62294.6319675727
0.00494949494949495,64353.392911696
0.00505050505050505,76058.6903643013
0.00515151515151515,74441.1030009096
0.00525252525252525,79821.6048619604
0.00535353535353535,78154.7854734325
0.00545454545454545,74229.7714452697
0.00555555555555556,68994.3929501213
0.00565656565656566,72144.9650561242
0.00575757575757576,93237.7848593874
0.00585858585858586,82672.8570327285
0.00595959595959596,NA
0.00606060606060606,75166.4508891317
0.00616161616161616,85176.4127669788
0.00626262626262626,82029.1346921415
0.00636363636363636,85888.6939243861
0.00646464646464646,NA
0.00656565656565657,89477.8833275319
0.00666666666666667,89606.5094766022
0.00676767676767677,87438.4924285351
0.00686868686868687,88647.7933031239
0.00696969696969697,91756.582453989
0.00707070707070707,91071.2132158962
0.00717171717171717,108515.134344995
0.00727272727272727,96852.4226101159
0.00737373737373737,127124.528006402
0.00747474747474747,115916.31175586
0.00757575757575758,135700.566284921
0.00767676767676768,98990.0994743823
0.00777777777777778,107706.483090223
0.00787878787878788,110937.861649304
0.00797979797979798,102867.576645045
0.00808080808080808,103767.184513136
0.00818181818181818,120830.733671647
0.00828282828282828,107518.224126137
0.00838383838383838,NA
0.00848484848484848,110946.518244366
0.00858585858585859,116493.186386412
0.00868686868686869,112428.402290746
0.00878787878787879,113195.870393472
0.00888888888888889,114385.403769786
0.00898989898989899,126878.785146604
0.00909090909090909,131765.526359188
0.00919191919191919,116921.616328679
0.00929292929292929,NA
0.00939393939393939,123175.528797251
0.0094949494949495,121913.351392435
0.0095959595959596,148367.429650304
0.0096969696969697,124418.362492679
0.0097979797979798,126415.592518087
0.0098989898989899,126866.967855454
0.01,127628.826713903
