"parm","WLS"
0.01,17335.3824929534
0.0119191919191919,15478.9924308226
0.0138383838383838,NA
0.0157575757575758,13925.8706421411
0.0176767676767677,13734.5393700529
0.0195959595959596,NA
0.0215151515151515,14004.4702487805
0.0234343434343434,NA
0.0253535353535354,NA
0.0272727272727273,14573.9814973112
0.0291919191919192,14481.9629562328
0.0311111111111111,14727.1609023907
0.033030303030303,15623.2730251559
0.034949494949495,15314.5947489414
0.0368686868686869,16964.1422884884
0.0387878787878788,16124.1655018806
0.0407070707070707,18009.5471384564
0.0426262626262626,17734.3782960745
0.0445454545454545,16718.5604394296
0.0464646464646465,17840.2896966134
0.0483838383838384,21497.8109496239
0.0503030303030303,18598.4794082632
0.0522222222222222,17877.9985393972
0.0541414141414141,17597.3918441752
0.0560606060606061,20704.3393826539
0.057979797979798,NA
0.0598989898989899,NA
0.0618181818181818,NA
0.0637373737373737,NA
0.0656565656565656,26915.8857071954
0.0675757575757576,NA
0.0694949494949495,20077.6755639697
0.0714141414141414,NA
0.0733333333333333,27695.0240250755
0.0752525252525253,20934.7602743716
0.0771717171717172,28995.7993358881
0.0790909090909091,27228.1442892132
0.081010101010101,20381.2945196842
0.0829292929292929,20877.9776668676
0.0848484848484848,20747.5086898149
0.0867676767676768,25745.7657983725
0.0886868686868687,26676.3713766529
0.0906060606060606,27001.649797617
0.0925252525252525,21519.7275118354
0.0944444444444444,32600.5004135495
0.0963636363636364,36580.0108602317
0.0982828282828283,50148.693052322
0.10020202020202,24870.2945323689
0.102121212121212,24465.9578020757
0.104040404040404,52708.8111825577
0.105959595959596,27655.7777980983
0.107878787878788,NA
0.10979797979798,24944.4569064878
0.111717171717172,25215.1489438889
0.113636363636364,21709.8681308079
0.115555555555556,28432.3424307105
0.117474747474747,NA
0.119393939393939,NA
0.121313131313131,21904.1551711977
0.123232323232323,22406.9330738734
0.125151515151515,45502.8770072199
0.127070707070707,32723.9280279087
0.128989898989899,24395.254192806
0.130909090909091,21919.0058643256
0.132828282828283,44170.5792259065
0.134747474747475,23191.9179485257
0.136666666666667,40216.311963553
0.138585858585859,NA
0.140505050505051,26741.7118517606
0.142424242424242,23697.2934920769
0.144343434343434,22264.6859108894
0.146262626262626,22355.80212736
0.148181818181818,NA
0.15010101010101,38580.6802009632
0.152020202020202,24707.4966298444
0.153939393939394,49919.6796129875
0.155858585858586,NA
0.157777777777778,22657.2126057843
0.15969696969697,25281.0719252553
0.161616161616162,24627.7309499691
0.163535353535354,22588.0638334212
0.165454545454545,NA
0.167373737373737,29600.8558954678
0.169292929292929,28726.4456445694
0.171212121212121,23698.5567083103
0.173131313131313,23283.8607690097
0.175050505050505,22998.6632491618
0.176969696969697,23440.3127507003
0.178888888888889,74967.6851011995
0.180808080808081,39906.194968664
0.182727272727273,23106.3754905804
0.184646464646465,NA
0.186565656565657,27390.7820027922
0.188484848484849,23022.4428339525
0.19040404040404,23210.1553513395
0.192323232323232,22997.2198629542
0.194242424242424,NA
0.196161616161616,23679.938258036
0.198080808080808,NA
0.2,23365.1178796861
